title,vote_average,vote_count,runtime,genres,year
Poppy Shakespeare,0.0,0.0,86.0,['drama'],2008
Freedom,8.0,2.0,96.0,['drama'],2000
The Price of Forgiveness,0.0,0.0,0.0,['drama'],2001
I Saw Mommy Kissing Santa Claus,3.8,3.0,100.0,[],2002
Red Hill,6.2,55.0,97.0,"['action', 'thriller', 'western']",2010
Zone Troopers,3.6,10.0,86.0,"['action', 'adventure', 'science fiction', 'war']",1985
La Patinoire,7.0,1.0,80.0,['comedy'],1998
The Secret Glory,6.2,6.0,90.0,"['documentary', 'foreign']",2001
The Woman Who Drinks,8.0,1.0,91.0,"['drama', 'romance']",2001
The Prince and the Pauper,6.7,32.0,25.0,"['animation', 'comedy', 'family']",1990
Another Woman's Life,6.1,23.0,97.0,"['comedy', 'drama', 'romance']",2012
A Cat in Paris,6.5,68.0,70.0,"['animation', 'comedy']",2010
Dr. Goldfoot and the Girl Bombs,5.3,8.0,82.0,"['action', 'comedy', 'science fiction']",1966
Children Who Chase Lost Voices,7.1,137.0,116.0,"['animation', 'adventure', 'drama', 'fantasy']",2011
Gone,5.9,346.0,94.0,"['drama', 'thriller']",2012
The Plastic Age,5.0,1.0,73.0,[],1925
Courageous,6.8,77.0,129.0,['drama'],2011
Flywheel,6.8,20.0,120.0,"['drama', 'family']",2003
Project X,6.5,1624.0,88.0,"['comedy', 'crime']",2012
The Lorax,6.3,1048.0,86.0,"['animation', 'family']",2012
Darling,6.8,5.0,94.0,['drama'],2007
The Big Year,5.6,252.0,100.0,['comedy'],2011
The Liar,7.0,1.0,53.0,"['comedy', 'drama']",1981
Kovat Miehet,7.0,1.0,,[],1999
Mr. Moto's Last Warning,5.5,6.0,71.0,"['action', 'thriller', 'mystery']",1939
Act of Valor,6.3,420.0,110.0,"['action', 'thriller', 'war']",2012
Trailer Park Boys,7.4,21.0,67.0,['comedy'],1999
Don Quixote,2.5,2.0,73.0,"['adventure', 'comedy', 'drama']",1933
Undefeated,7.9,24.0,113.0,['documentary'],2011
This Means War,5.9,1411.0,103.0,"['action', 'comedy', 'romance']",2012
One A.M.,6.3,17.0,22.0,['comedy'],1916
The Cure,6.4,24.0,31.0,['comedy'],1917
The Bank,6.4,10.0,33.0,['comedy'],1915
A Night Out,5.5,10.0,33.0,['comedy'],1915
The Earth Dies Screaming,6.1,15.0,62.0,"['horror', 'science fiction']",1964
The Dark Side of the Sun,4.7,18.0,101.0,"['drama', 'romance']",1988
John Carter,6.1,2170.0,132.0,"['action', 'adventure', 'science fiction']",2012
Canned Dreams,10.0,1.0,75.0,['documentary'],2012
Sunnyside,6.4,16.0,41.0,['comedy'],1919
When We Leave,6.9,24.0,119.0,"['drama', 'family']",2010
Genius Within: The Inner Life of Glenn Gould,6.9,4.0,113.0,"['documentary', 'music']",2009
Great Directors,6.2,6.0,90.0,['documentary'],2010
Something Big,4.5,2.0,108.0,"['western', 'comedy']",1971
The Take,8.0,1.0,91.0,"['action', 'thriller', 'documentary']",1974
Queen: Days of Our Lives,6.7,13.0,120.0,"['documentary', 'music']",2011
Police,6.1,14.0,26.0,['comedy'],1916
Behind the Screen,6.8,14.0,24.0,"['comedy', 'romance']",1916
Easy Street,7.0,31.0,24.0,['comedy'],1917
The Art of Flight,8.3,70.0,80.0,"['adventure', 'documentary']",2011
Starbuck,6.8,165.0,103.0,['comedy'],2011
Forks Over Knives,7.0,46.0,90.0,['documentary'],2011
Deserter,5.0,1.0,0.0,[],1933
Skies Above the Landscape,0.0,0.0,86.0,['comedy'],2006
United Red Army,6.1,8.0,190.0,"['drama', 'foreign', 'thriller']",2007
Goon,6.5,338.0,92.0,['comedy'],2012
Landscape with a Woman,0.0,0.0,75.0,['drama'],1976
Blind Pig Who Wants to Fly,6.0,1.0,77.0,['drama'],2008
What Is to Be Done?,5.0,1.0,90.0,['drama'],1970
The Hidden Face,7.3,213.0,92.0,"['thriller', 'mystery']",2011
In Gold We Trust,5.2,14.0,100.0,['adventure'],2010
Eye of the Devil,6.8,12.0,96.0,"['crime', 'horror', 'mystery']",1966
Listen to Your Heart,7.5,38.0,102.0,"['drama', 'music', 'romance']",2010
Dead on Time,0.0,0.0,33.0,[],1983
Pale Cocoon,6.8,16.0,23.0,"['animation', 'science fiction']",2006
The Awakening,6.3,470.0,107.0,"['horror', 'thriller']",2011
The Round Up,7.5,325.0,115.0,"['drama', 'history', 'war']",2010
Miral,5.1,15.0,112.0,['drama'],2010
Princess of Mars,3.1,10.0,93.0,"['fantasy', 'science fiction', 'war']",2009
Like Water,6.4,16.0,0.0,['documentary'],2011
Cencoroll,6.3,13.0,27.0,"['animation', 'science fiction']",2009
Game Change,6.4,98.0,118.0,"['tv movie', 'drama', 'history']",2012
Kill by Inches,0.0,0.0,80.0,[],1999
The Ledge,5.9,103.0,101.0,"['drama', 'thriller']",2011
Bestseller,6.0,18.0,117.0,"['horror', 'thriller', 'mystery', 'foreign']",2010
21 Jump Street,6.7,4151.0,109.0,"['action', 'comedy', 'crime']",2012
"Jeff, Who Lives at Home",6.1,220.0,83.0,"['drama', 'comedy']",2011
Blackballed: The Bobby Dukes Story,5.5,5.0,91.0,['comedy'],2004
Adventures of Captain Marvel,7.0,1.0,216.0,"['fantasy', 'action', 'science fiction', 'family']",1941
Captain Midnight,0.0,0.0,270.0,"['adventure', 'action']",1942
Harmagedon - Erään maailman loppu,0.0,0.0,71.0,[],1986
City of Fear,6.3,6.0,81.0,"['drama', 'thriller']",1959
Treed Murray,7.8,5.0,90.0,['thriller'],2001
Satan Never Sleeps,5.6,4.0,125.0,['drama'],1962
SOS Coast Guard,4.0,2.0,224.0,['action'],1937
Yes or No,7.7,22.0,107.0,"['comedy', 'romance']",2010
Blind,7.5,31.0,111.0,['thriller'],2011
Lockout,5.8,722.0,95.0,"['action', 'thriller', 'science fiction']",2012
Bedevilled,7.3,89.0,115.0,"['thriller', 'crime', 'drama', 'horror']",2010
Lucky,4.9,31.0,103.0,"['comedy', 'romance']",2011
Resurrect Dead: The Mystery of the Toynbee Tiles,6.9,18.0,86.0,['documentary'],2011
A Lonely Place to Die,6.2,160.0,99.0,"['adventure', 'action', 'thriller', 'crime']",2011
"Caltiki, the Immortal Monster",5.9,6.0,76.0,"['thriller', 'adventure', 'science fiction', 'horror']",1959
Snowtown,6.3,107.0,119.0,"['crime', 'drama', 'horror', 'thriller']",2011
Space Battleship Yamato,6.3,59.0,131.0,['science fiction'],2010
Nothing Lasts Forever,7.1,8.0,82.0,"['science fiction', 'comedy', 'fantasy']",1984
Zero Bridge,5.0,1.0,96.0,['drama'],2011
The Bleeding,2.9,10.0,80.0,"['action', 'horror', 'thriller']",2009
Wreckers,5.9,15.0,85.0,['drama'],2011
Fat Head,6.6,17.0,104.0,['documentary'],2009
Public Housing,8.5,2.0,200.0,['documentary'],1997
The Runner,6.0,2.0,94.0,['drama'],1984
Last Exit,0.0,0.0,97.0,"['crime', 'drama', 'thriller']",2003
Verbo,4.0,11.0,87.0,"['fantasy', 'drama', 'adventure']",2011
The Frankenstein Syndrome,4.9,20.0,88.0,"['horror', 'science fiction']",2010
A Thousand Months,5.0,4.0,124.0,['drama'],2003
The Secret Nation,8.3,2.0,128.0,['drama'],1989
Manrape,0.0,0.0,99.0,"['drama', 'crime']",1978
Passion of Love,7.1,7.0,117.0,['drama'],1981
!Women Art Revolution,4.3,2.0,83.0,['documentary'],2010
Casa De Mi Padre,5.5,104.0,84.0,"['comedy', 'western']",2012
Corman's World: Exploits of a Hollywood Rebel,7.4,23.0,95.0,['documentary'],2011
Tropical Fish,7.0,2.0,107.0,"['comedy', 'drama']",1995
Prom Queen: The Marc Hall Story,5.6,5.0,92.0,"['comedy', 'drama']",2004
Evolver,5.7,6.0,90.0,"['action', 'horror', 'science fiction']",1994
Letters to Santa,7.1,25.0,116.0,"['comedy', 'romance']",2011
Dragon Age: Redemption,7.0,1.0,48.0,[],2011
Jiro Dreams of Sushi,7.8,239.0,82.0,['documentary'],2011
Damsels in Distress,5.6,67.0,99.0,"['comedy', 'romance']",2012
A Skin Too Few: The Days of Nick Drake,7.3,6.0,48.0,"['documentary', 'music']",2002
Human Lanterns,6.7,5.0,95.0,"['action', 'horror']",1982
Pageant,5.3,3.0,85.0,['documentary'],2008
A Warm December,6.0,6.0,99.0,"['drama', 'romance']",1973
White Night Wedding,5.5,2.0,96.0,"['drama', 'foreign']",2008
Salmon Fishing in the Yemen,6.3,325.0,107.0,['drama'],2011
Hotel,6.3,9.0,124.0,['drama'],1967
Eden of the East Movie I: The King of Eden,6.9,22.0,82.0,"['animation', 'drama', 'mystery', 'science fiction']",2009
Eden of the East Movie II: Paradise Lost,6.8,18.0,93.0,"['animation', 'mystery']",2010
Saving Face,7.1,8.0,40.0,"['crime', 'documentary']",2012
Admiral Yamamoto,8.8,2.0,0.0,"['war', 'drama']",1968
Meeting Evil,4.7,59.0,89.0,"['crime', 'drama', 'mystery', 'thriller']",2012
Wrath of the Titans,5.5,1459.0,99.0,['adventure'],2012
Bending The Rules,5.2,22.0,83.0,"['action', 'drama']",2012
Seven Brothers,0.0,0.0,108.0,[],1939
Paan Singh Tomar,7.3,28.0,135.0,"['crime', 'drama']",2012
The Horrible Dr. Hichcock,5.8,5.0,88.0,['horror'],1962
Detachment,7.3,343.0,97.0,['drama'],2011
Four Sided Triangle,5.8,2.0,81.0,"['fantasy', 'science fiction', 'romance']",1953
The Incredible Hulk Returns,5.4,19.0,100.0,"['action', 'drama', 'adventure']",1988
Answers to Nothing,4.1,4.0,124.0,"['drama', 'thriller', 'mystery']",2011
4:44 Last Day on Earth,4.4,48.0,85.0,"['drama', 'fantasy', 'science fiction', 'thriller']",2011
Iron Sky,5.6,563.0,93.0,"['action', 'comedy', 'science fiction']",2012
The Ghost,5.5,2.0,97.0,"['horror', 'thriller']",1963
Absentia,5.8,121.0,92.0,"['mystery', 'horror', 'thriller']",2011
There's Something Wrong with Aunt Diane,6.7,22.0,100.0,['documentary'],2011
American Reunion,6.1,1641.0,113.0,['comedy'],2012
Ticked-Off Trannies with Knives,5.6,7.0,0.0,['horror'],2010
The Raid,7.3,1076.0,101.0,"['action', 'thriller', 'crime']",2011
The Cabin in the Woods,6.6,2314.0,95.0,"['horror', 'thriller']",2012
Delicacy,6.5,138.0,108.0,"['drama', 'comedy', 'romance']",2011
God Bless America,7.0,373.0,104.0,"['comedy', 'drama']",2011
The Desert of Forbidden Art,5.0,1.0,80.0,"['history', 'documentary']",2011
The Wayshower,0.0,0.0,90.0,['drama'],2011
Frankenstein,6.4,34.0,13.0,"['horror', 'science fiction']",1910
The Clay Bird,6.1,12.0,98.0,"['drama', 'foreign']",2002
The Dupes,7.5,2.0,107.0,['drama'],1973
Romantics Anonymous,6.4,148.0,80.0,"['drama', 'comedy', 'romance']",2010
The Unknown Woman,0.0,0.0,80.0,['documentary'],2011
Popatopolis,6.9,7.0,75.0,['documentary'],2009
The Gamma People,6.2,3.0,79.0,"['science fiction', 'horror', 'comedy']",1956
"Wild, Wild Planet",4.0,4.0,93.0,['science fiction'],1965
Egg,4.8,8.0,97.0,['drama'],2007
Village People Radio Show,5.0,1.0,72.0,['documentary'],2007
The Day I Was Not Born,6.3,8.0,94.0,"['drama', 'foreign']",2010
Genesis,6.7,16.0,30.0,"['drama', 'horror', 'romance', 'foreign']",1998
The Big Night,7.4,5.0,75.0,"['drama', 'thriller']",1951
Housefull 2,5.0,28.0,145.0,"['drama', 'comedy', 'romance']",2012
Agent Vinod,5.3,17.0,157.0,"['action', 'foreign']",2012
After,5.3,3.0,0.0,['drama'],2009
Lust for Gold,0.0,0.0,86.0,['drama'],1974
Footnote,6.7,21.0,103.0,"['drama', 'comedy']",2011
Café de Flore,6.8,60.0,120.0,"['drama', 'romance']",2011
L!fe Happens,5.3,66.0,100.0,['comedy'],2011
Midnight Movie,5.6,22.0,82.0,['horror'],2008
Ollie Hopnoodle's Haven of Bliss,10.0,1.0,89.0,[],1988
The Silent House,5.3,46.0,86.0,"['drama', 'horror', 'mystery', 'thriller']",2010
Silent House,5.2,125.0,85.0,"['horror', 'mystery']",2011
Wild About Harry,4.3,2.0,91.0,"['comedy', 'romance', 'drama']",2000
Keeping the Promise,0.0,0.0,0.0,['drama'],1997
Helsinki Napoli - All Night Long,6.0,1.0,0.0,"['crime', 'comedy']",1987
The Three Stooges,4.9,143.0,92.0,['comedy'],2012
The Raven,6.1,432.0,111.0,"['crime', 'thriller', 'mystery']",2012
The Ballad of Nessie,7.3,22.0,6.0,"['animation', 'family', 'fantasy']",2011
The Big Bang,5.5,40.0,101.0,"['action', 'mystery', 'thriller']",2011
Mirror Mirror,5.5,1148.0,106.0,"['adventure', 'fantasy', 'drama', 'comedy', 'science fiction', 'family']",2012
Battleship,5.5,2141.0,131.0,"['thriller', 'action', 'adventure', 'science fiction']",2012
Our Day Will Come,6.8,41.0,90.0,"['drama', 'comedy']",2010
Louis Theroux: America's Most Hated Family in Crisis,7.5,16.0,60.0,['documentary'],2011
The Woman in the Rumor,7.5,6.0,83.0,"['romance', 'drama']",1954
Appropriate Adult,7.0,3.0,180.0,[],2011
Terraferma,6.5,21.0,88.0,['drama'],2011
Madhouse,6.0,21.0,92.0,"['crime', 'horror', 'mystery', 'thriller']",1974
Goodbye First Love,6.4,34.0,108.0,"['drama', 'romance']",2011
The Best Exotic Marigold Hotel,6.9,468.0,124.0,"['drama', 'comedy']",2011
Rush: Beyond the Lighted Stage,8.2,21.0,107.0,"['documentary', 'music']",2010
Position Among the Stars,9.0,3.0,109.0,"['documentary', 'history']",2011
The Second Time Around,4.0,1.0,99.0,"['western', 'family']",1961
Crime After Crime,5.3,3.0,95.0,"['documentary', 'crime']",2011
Black Pond,5.3,7.0,83.0,['comedy'],2011
18 Years Later,7.1,12.0,107.0,['comedy'],2010
King of Devil's Island,7.2,67.0,120.0,"['drama', 'action']",2010
Twelve,6.0,99.0,93.0,"['thriller', 'drama', 'action', 'crime']",2010
Sharpay's Fabulous Adventure,5.3,110.0,90.0,"['family', 'music']",2011
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",0.0,0.0,76.0,['documentary'],2009
Comic-Con Episode IV: A Fan's Hope,6.6,15.0,88.0,['documentary'],2011
Bullhead,7.4,106.0,129.0,"['crime', 'drama']",2011
Le Crabe-Tambour,6.0,6.0,0.0,"['drama', 'war']",1977
Bully,7.2,63.0,92.0,"['drama', 'documentary']",2011
The Hammer,6.0,11.0,108.0,"['drama', 'comedy']",2010
Uncovered,5.5,12.0,112.0,['thriller'],1995
The Chance of a Lifetime,6.0,1.0,65.0,"['crime', 'drama', 'mystery']",1943
The Flower in Hell,6.5,3.0,87.0,"['crime', 'drama']",1958
White Mountains,5.0,1.0,63.0,['drama'],1964
Hysteria,6.6,262.0,100.0,"['comedy', 'romance']",2011
Cold Storage,4.0,2.0,95.0,"['horror', 'thriller']",2009
Listen to Britain,5.5,8.0,20.0,['documentary'],1942
The Mad Masters,6.5,10.0,36.0,['documentary'],1955
Dante's Inferno: An Animated Epic,6.0,62.0,84.0,"['action', 'adventure', 'animation', 'horror']",2010
The Bleeding House,5.2,18.0,85.0,"['horror', 'thriller', 'mystery', 'drama']",2011
Barrier,6.7,3.0,110.0,[],1966
Crazy Sexy Cancer,6.0,1.0,90.0,['documentary'],2007
Aakrosh,6.4,9.0,120.0,['action'],2010
Devil's Diary,4.0,9.0,90.0,"['drama', 'horror']",2007
Alambrista!,5.5,4.0,110.0,['drama'],1977
Androcles and the Lion,6.3,4.0,98.0,['comedy'],1952
Super Demetrios,6.0,1.0,110.0,[],2011
Naked Ambition: An R Rated Look at an X Rated Industry,4.3,11.0,0.0,['documentary'],2009
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.0,0.0,60.0,"['fantasy', 'family']",1983
The Atomic Submarine,5.8,8.0,72.0,"['science fiction', 'thriller']",1959
The Baron of Arizona,7.5,15.0,97.0,"['history', 'western', 'drama', 'romance']",1950
The Five-Year Engagement,5.7,466.0,124.0,['comedy'],2012
The White Darkness,6.3,4.0,48.0,"['history', 'documentary']",2002
Icarus XB 1,6.7,16.0,83.0,['science fiction'],1963
Men in Hope,6.7,20.0,115.0,"['romance', 'comedy']",2011
Spud,7.3,15.0,103.0,"['comedy', 'drama']",2010
Black Sun,6.3,3.0,95.0,[],1964
The Murderer Lives at Number 21,7.2,20.0,84.0,"['thriller', 'crime', 'mystery']",1942
Judgment in Berlin,6.7,3.0,96.0,['drama'],1988
Elsewhere,5.8,33.0,100.0,"['crime', 'drama', 'thriller']",2009
The Marc Pease Experience,4.3,16.0,84.0,['comedy'],2009
Buried Alive II,5.2,6.0,97.0,"['horror', 'thriller']",1997
One Body Too Many,5.5,4.0,75.0,"['comedy', 'mystery', 'thriller']",1944
Slim Carter,0.0,0.0,82.0,"['comedy', 'western']",1957
In The Hands Of The Gods,5.0,2.0,106.0,"['documentary', 'foreign']",2007
The Catechism Cataclysm,3.9,7.0,75.0,['comedy'],2011
The Devil's Rock,5.7,32.0,83.0,"['fantasy', 'horror', 'thriller', 'war']",2011
Think Like a Man,6.9,287.0,122.0,"['comedy', 'romance']",2012
The Lucky One,6.8,981.0,101.0,"['drama', 'romance']",2012
Diverted,5.0,1.0,89.0,['drama'],2009
The First Texan,3.2,3.0,82.0,"['history', 'western']",1956
"Good-bye, My Lady",7.5,2.0,94.0,['drama'],1956
Chosin,7.0,1.0,86.0,"['history', 'documentary', 'drama', 'war']",2010
Nob Hill,3.0,2.0,95.0,"['drama', 'music']",1945
Bride Flight,6.9,10.0,130.0,['drama'],2008
Chained for Life,5.0,2.0,81.0,['drama'],1952
The Scarlet Letter,0.0,0.0,240.0,"['tv movie', 'drama']",1979
If a Tree Falls: A Story of the Earth Liberation Front,6.3,11.0,85.0,"['documentary', 'crime', 'history']",2011
The Greening of Whitney Brown,6.0,11.0,87.0,"['adventure', 'drama', 'family']",2011
Safe,6.3,808.0,94.0,"['action', 'crime', 'thriller']",2012
"That Day, on the Beach",7.5,2.0,166.0,['drama'],1983
Hamlet,7.3,22.0,185.0,['drama'],2009
The Fairy,6.1,17.0,93.0,"['comedy', 'drama']",2011
Diaries Notes and Sketches,9.0,3.0,180.0,['documentary'],1969
3rd World Hero,8.5,2.0,93.0,"['drama', 'history']",2000
Kept Husbands,2.5,2.0,76.0,['drama'],1931
The Swell Season,6.4,9.0,91.0,"['documentary', 'music', 'romance']",2011
"Ella Lola, a la Trilby",4.0,1.0,1.0,[],1898
Guilty Hands,0.0,0.0,69.0,"['crime', 'drama']",1931
L'outremangeur,8.0,2.0,,"['crime', 'drama']",2002
Jumping the Broom,6.0,57.0,112.0,['comedy'],2011
A Story Written with Water,8.5,2.0,120.0,['drama'],1965
Feast III: The Happy Finish,5.0,42.0,79.0,"['horror', 'action', 'comedy']",2009
Red Dog,7.1,83.0,92.0,"['drama', 'comedy', 'family']",2011
Any Questions for Ben?,6.2,9.0,114.0,['comedy'],2012
Sweet Bunch,7.0,6.0,154.0,[],1983
Amu,6.7,6.0,102.0,"['drama', 'foreign', 'history']",2005
Dark Shadows,5.7,2383.0,113.0,"['comedy', 'fantasy']",2012
The Scorpion King: Rise of a Warrior,4.3,138.0,109.0,"['fantasy', 'action', 'adventure']",2008
Big Boys Gone Bananas!*,7.2,7.0,90.0,['documentary'],2011
Ciao Bella,5.0,1.0,86.0,"['drama', 'romance', 'foreign']",2007
Daylight,5.0,1.0,74.0,"['thriller', 'horror']",2011
96 Minutes,5.6,28.0,93.0,"['drama', 'thriller']",2011
Columbus Circle,5.9,79.0,82.0,"['crime', 'drama', 'mystery', 'thriller']",2012
The Decoy Bride,6.1,68.0,89.0,"['drama', 'comedy', 'romance']",2011
The Headhunter's Sister,0.0,0.0,96.0,[],1997
Angels Crest,5.9,20.0,92.0,['drama'],2011
Viva Riva!,5.4,5.0,96.0,"['action', 'drama', 'foreign', 'thriller']",2010
The Forgiveness of Blood,6.7,18.0,109.0,"['drama', 'foreign']",2011
Among Wolves,5.6,8.0,116.0,"['drama', 'foreign']",2010
Edwin Boyd: Citizen Gangster,5.5,16.0,105.0,"['crime', 'drama']",2011
Beyond the Black Rainbow,5.7,78.0,110.0,"['fantasy', 'science fiction', 'horror']",2010
The Last Play at Shea,4.7,3.0,90.0,"['documentary', 'music']",2010
The Poker Club,5.7,3.0,82.0,"['horror', 'thriller']",2008
The Clown,7.2,41.0,90.0,"['comedy', 'drama']",2011
Creature,4.0,16.0,95.0,['horror'],2011
Thawing Out,5.7,7.0,28.0,"['comedy', 'drama']",2009
"Turkish Dance, Ella Lola",4.5,2.0,1.0,[],1898
Walking with Beasts,7.3,11.0,180.0,"['documentary', 'animation']",2001
Rocket Singh: Salesman of the Year,7.0,28.0,156.0,"['drama', 'comedy', 'romance']",2009
Vicky Donor,6.9,37.0,122.0,"['comedy', 'romance']",2012
Zig Zag,8.3,2.0,105.0,"['crime', 'drama', 'thriller']",1970
Extraordinary Stories,8.0,4.0,245.0,"['mystery', 'drama']",2008
Small Town of Anara,7.0,1.0,90.0,['comedy'],1978
Across the Line: The Exodus of Charlie Wright,6.1,13.0,94.0,"['drama', 'action', 'thriller', 'crime']",2010
Three Steps Above Heaven,7.4,513.0,122.0,"['romance', 'drama']",2010
The Dictator,5.9,1789.0,83.0,['comedy'],2012
Thrive,6.5,13.0,132.0,['documentary'],2011
Boys Love,2.8,5.0,90.0,"['drama', 'romance']",2006
Bombay Talkie,6.0,1.0,112.0,"['drama', 'romance', 'foreign']",1970
Border Radio,4.9,4.0,83.0,['drama'],1987
Keyhole,5.8,12.0,94.0,"['drama', 'action', 'thriller']",2011
Before The Dinosaurs - Walking With Monsters,7.3,12.0,87.0,"['documentary', 'animation']",2005
"Boys Diving, Honolulu",0.0,0.0,1.0,['documentary'],1901
The Island President,4.8,3.0,101.0,['documentary'],2012
The Heir Apparent: Largo Winch,6.1,176.0,108.0,"['adventure', 'drama', 'action', 'thriller']",2008
The Mighty Macs,5.0,15.0,102.0,"['action', 'drama']",2009
My Blue Heaven,0.0,0.0,95.0,"['drama', 'music']",1950
Gifted Hands: The Ben Carson Story,7.5,85.0,86.0,['drama'],2009
Chains,7.0,2.0,90.0,[],1949
The Woman Who Dared,6.5,2.0,105.0,['drama'],1944
Nuoruuteni savotat,6.0,1.0,,['drama'],1988
Safrana or Freedom of Speech,0.0,0.0,110.0,['drama'],1978
The Rose Seller,6.5,9.0,116.0,['drama'],1998
Galileo,7.0,1.0,145.0,['drama'],1975
Men in Black 3,6.3,4228.0,106.0,"['action', 'comedy', 'science fiction']",2012
Snow White and the Huntsman,5.8,3183.0,127.0,"['adventure', 'fantasy', 'drama']",2012
The Harvest Month,5.0,1.0,0.0,[],1956
Olympian Holiday,6.3,4.0,108.0,['comedy'],1976
Pine Flat,0.0,0.0,138.0,[],2006
Back Street,7.0,1.0,89.0,['drama'],1941
Where East is East,5.0,1.0,65.0,['drama'],1929
Sound of My Voice,6.3,109.0,85.0,"['science fiction', 'drama', 'mystery']",2011
The Steel Trap,5.3,3.0,85.0,['thriller'],1952
Night of the Demons,4.6,42.0,93.0,['horror'],2009
The Secrets of Jonathan Sperry,6.7,8.0,96.0,"['drama', 'family']",2008
Unnaipol Oruvan,6.9,10.0,120.0,"['crime', 'thriller']",2009
EVA,6.4,108.0,94.0,['science fiction'],2011
Chernobyl Diaries,4.9,492.0,88.0,"['horror', 'thriller']",2012
Chicken with Plums,6.8,44.0,93.0,"['comedy', 'drama']",2011
School of Seduction,2.3,2.0,110.0,"['comedy', 'romance']",2004
You Can't Win 'Em All,6.1,7.0,97.0,"['war', 'adventure', 'comedy']",1970
Leadbelly,6.5,2.0,126.0,['drama'],1976
The Pirates! In an Adventure with Scientists!,6.4,379.0,88.0,"['animation', 'adventure', 'family', 'comedy']",2012
A Better Life,6.0,42.0,110.0,['drama'],2012
Hemingway & Gellhorn,6.1,40.0,155.0,"['tv movie', 'drama', 'romance']",2012
The Fish Child,6.0,15.0,96.0,"['drama', 'thriller', 'romance', 'foreign']",2009
Hick,5.6,156.0,99.0,"['comedy', 'drama']",2011
Prometheus,6.3,5152.0,124.0,"['science fiction', 'adventure', 'mystery']",2012
